epsilon,num_pos_pairs,num_neg_pairs,num_triplets
0.1,4480,11776,0
0.1,5504,10752,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,4992,11264,0
0.1,2944,13312,0
0.1,6528,9728,0
0.1,4480,11776,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,2432,13824,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,6016,10240,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,2944,13312,0
0.1,2944,13312,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,2944,13312,0
0.1,4480,11776,0
0.1,7552,8704,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,2944,13312,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,2944,13312,0
0.1,3456,12800,0
0.1,2944,13312,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,6016,10240,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,7552,8704,0
0.1,2944,13312,0
0.1,7552,8704,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,2944,13312,0
0.1,3456,12798,0
0.1,3968,11854,0
0.1,3738,7429,0
0.1,6016,10240,0
0.1,3264,11287,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,5504,10752,0
0.1,4752,7680,0
0.1,2944,13312,0
0.1,6016,10240,0
0.1,3968,11691,0
0.1,3609,9263,0
0.1,4480,10901,0
0.1,3968,12288,0
0.1,2960,9728,0
0.1,5504,9472,0
0.1,3968,12288,0
0.1,4240,10240,0
0.1,2944,13312,0
0.1,5264,9728,0
0.1,3456,9775,0
0.1,3728,8704,0
0.1,2976,9719,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,4480,9728,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,3216,11520,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,3216,11264,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,2196,10242,0
0.1,4480,11776,0
0.1,7552,8704,0
0.1,4902,10076,0
0.1,2704,9728,0
0.1,3968,12100,0
0.1,5504,10752,0
0.1,4240,10240,0
0.1,4480,11776,0
0.1,4751,9479,0
0.1,3194,10001,0
0.1,3968,12288,0
0.1,5310,8214,0
0.1,3968,10544,0
0.1,2432,7680,0
0.1,4480,11776,0
0.1,2944,13312,0
0.1,4992,10279,0
0.1,2464,6656,0
0.1,6560,7168,0
0.1,3456,9736,0
0.1,3216,11264,0
0.1,4480,9728,0
0.1,3216,11264,0
0.1,5317,9965,0
0.1,2704,9728,0
0.1,3728,8704,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,3728,11008,0
0.1,4480,11776,0
0.1,4992,10104,0
0.1,6016,9813,0
0.1,5504,10752,0
0.1,3216,11264,0
0.1,5504,10276,0
0.1,4752,10240,0
0.1,5264,9728,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4992,8174,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,3968,12256,0
0.1,7312,7936,0
0.1,4723,10240,0
0.1,3728,11008,0
0.1,4438,10697,0
0.1,2944,7168,0
0.1,5504,10333,0
0.1,4512,6876,0
0.1,2704,11776,0
0.1,4992,8525,0
0.1,3728,11008,0
0.1,2704,9728,0
0.1,3216,11520,0
0.1,7824,7168,0
0.1,2944,13312,0
0.1,5504,8166,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,3728,11008,0
0.1,7552,8704,0
0.1,3456,12800,0
0.1,3456,10758,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,7552,8704,0
0.1,3968,12288,0
0.1,6016,10240,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,4992,11264,0
0.1,5504,10752,0
0.1,7040,9216,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,7552,8704,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,8576,7680,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,4992,11264,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,4992,11264,0
0.1,2944,13312,0
0.1,6016,10240,0
0.1,2944,13312,0
0.1,5504,10752,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,6528,9728,0
0.1,2944,13312,0
0.1,4480,11776,0
0.1,2944,13312,0
0.1,2944,13312,0
0.1,4992,11264,0
0.1,6528,9728,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,6528,9728,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,7040,9216,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,6528,9728,0
0.1,4992,11264,0
0.1,4992,11264,0
0.1,5504,10752,0
0.1,7552,8704,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,7040,9216,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,6016,10240,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,7552,8704,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,6016,10240,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,4480,11776,0
0.1,4992,11264,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,2944,13312,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,6528,9728,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,5504,10752,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,3456,12800,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,7552,8704,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,5504,10752,0
0.1,7040,9216,0
0.1,2944,13312,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,5504,10752,0
0.1,4992,11264,0
0.1,4480,11776,0
0.1,9600,6656,0
0.1,2944,13312,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,6016,10240,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,6528,9728,0
0.1,2944,13312,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,6528,9728,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,6528,9728,0
0.1,3968,12288,0
0.1,9600,6656,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,7552,8704,0
0.1,2944,13312,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,9600,6656,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,6016,10240,0
0.1,3968,12288,0
0.1,7552,8704,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,6016,10240,0
0.1,3456,12800,0
0.1,2944,13312,0
0.1,2944,13312,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,6528,9728,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,7552,8704,0
0.1,6528,9728,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,5504,10752,0
0.1,4992,11264,0
0.1,6016,10240,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,5504,10752,0
0.1,6528,9728,0
0.1,4480,11776,0
0.1,5504,10752,0
0.1,4992,11264,0
0.1,2944,13312,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,2944,13312,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,2944,13312,0
0.1,4992,11264,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,6016,10240,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,7552,8704,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,6016,10240,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,6528,9728,0
0.1,4992,11264,0
0.1,2944,13312,0
0.1,2944,13312,0
0.1,7552,8704,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,2944,13312,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,9600,6656,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4992,11253,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,4992,10770,0
0.1,3456,12800,0
0.1,7552,8460,0
0.1,3968,12288,0
0.1,2914,12073,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,2704,9728,0
0.1,3216,11264,0
0.1,3728,10752,0
0.1,3728,8704,0
0.1,3216,9216,0
0.1,4992,11264,0
0.1,6528,9728,0
0.1,4992,11264,0
0.1,2944,9288,0
0.1,5504,10752,0
0.1,2944,13312,0
0.1,4480,11776,0
0.1,3728,10752,0
0.1,6528,9728,0
0.1,5264,7168,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,2704,11776,0
0.1,3216,11520,0
0.1,2944,13312,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,5268,9728,0
0.1,3728,11008,0
0.1,3968,12288,0
0.1,3216,11264,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,3728,11008,0
0.1,5504,10752,0
0.1,7312,7936,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,6528,9728,0
0.1,4480,11776,0
0.1,3728,10752,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,6544,8448,0
0.1,4480,11776,0
0.1,3728,11008,0
0.1,4752,9984,0
0.1,3728,11008,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,6528,9728,0
0.1,2944,12872,0
0.1,3728,8704,0
0.1,4480,11776,0
0.1,3456,9216,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,3005,6161,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,5504,10752,0
0.1,5264,9728,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,2944,13312,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,6528,9728,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,6528,9728,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,7552,8704,0
0.1,2944,13312,0
0.1,3456,12800,0
0.1,2944,13312,0
0.1,4992,11264,0
0.1,6528,9728,0
0.1,8064,8192,0
0.1,5504,10752,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,5504,10752,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,2944,13312,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,2944,13312,0
0.1,5504,10752,0
0.1,2944,13312,0
0.1,5504,10752,0
0.1,2944,13312,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,7040,9216,0
0.1,3456,12800,0
0.1,2944,13312,0
0.1,4480,11776,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,7040,9216,0
0.1,7040,9216,0
0.1,2944,13312,0
0.1,2944,13312,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,5504,10752,0
0.1,5504,10752,0
0.1,2944,13312,0
0.1,2944,13312,0
0.1,5504,10752,0
0.1,6528,9728,0
0.1,4480,11776,0
0.1,6528,9728,0
0.1,5504,10752,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,8576,7680,0
0.1,2944,13312,0
0.1,5504,10752,0
0.1,4992,11264,0
0.1,5504,10752,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,7552,8704,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,6528,9728,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,2944,13312,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,2944,13312,0
0.1,4480,11776,0
0.1,2944,13312,0
0.1,7040,9216,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,3456,12800,0
0.1,7552,8704,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,6016,10240,0
0.1,5504,10752,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,5504,10752,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,5504,10752,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,2944,13312,0
0.1,5504,10752,0
0.1,6528,9728,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,5504,10752,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,4480,11776,0
0.1,4992,11264,0
0.1,7040,9216,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,6016,10240,0
0.1,2944,13312,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,5504,10752,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,6528,9728,0
0.1,3456,12800,0
0.1,7552,8704,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,7040,9216,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,6528,9728,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,2432,13824,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,4992,11264,0
0.1,2944,13312,0
0.1,3456,12800,0
0.1,4480,11776,0
0.1,5504,10752,0
0.1,3456,12800,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,5504,10752,0
0.1,7552,8704,0
0.1,3456,12800,0
0.1,5504,10752,0
0.1,7552,8704,0
0.1,4992,11264,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,4992,11264,0
0.1,7552,8704,0
0.1,2944,13312,0
0.1,7040,9216,0
0.1,4480,11776,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,4992,11264,0
0.1,7040,9216,0
0.1,5504,10752,0
0.1,7552,8704,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,4480,11776,0
0.1,7552,8704,0
0.1,2944,13312,0
0.1,8576,7680,0
0.1,4480,11776,0
0.1,6016,10240,0
0.1,3968,12288,0
0.1,7552,8704,0
0.1,4480,11776,0
0.1,4992,11264,0
0.1,2944,13312,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,4992,11264,0
0.1,5504,10752,0
0.1,4480,11776,0
0.1,3968,12288,0
0.1,2944,13312,0
0.1,5504,10752,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,4992,11264,0
0.1,3968,12288,0
0.1,3456,12800,0
0.1,3456,12800,0
0.1,4992,11264,0
